title,slug,abstract
"Open Source Firmware, BMC and Bootloader devroom - outro",fosdem-2024-3586-open-source-firmware-bmc-and-bootloader-devroom-outro,<p>Closing notes.</p>
Community DevRoom Welcoming Remarks Day 2,fosdem-2024-3535-community-devroom-welcoming-remarks-day-2,"<p>The Community DevRoom co-organizers, Laura Czajkowski and Shirley Bailes, will welcome attendees and introduce the program for the 2024 Community DevRoom's second day.</p>"
Cracking the Code to Executive Support: Open Source Edition,fosdem-2024-2328-cracking-the-code-to-executive-support-open-source-edition,"<p>Obtaining funding for the sustained development of open source software is a significant challenge. As the majority of development happens within organizations, it falls to the leadership of an organization to prioritize open source software. This presentation proposes a strategic approach to address this issue by strategically selecting executives, aligning with the organization, and forming a coalition.</p>"
AI DevRels - Risks of Neglecting Open Source Talent in AI Critical Infrastructure,fosdem-2024-1823-ai-devrels-risks-of-neglecting-open-source-talent-in-ai-critical-infrastructure,"<p>While investment in AI compliance and strategy continues to grow, numerous layoffs of open source talent are happening within organizations. This talk aims to explore the critical role of open source talent in providing stewardship and building bridges between an organization's AI strategy and its critical infrastructure. The talk will also highlight the risks to the software (and AI) supply chain arising from inadequate support for open source communities, potentially creating vulnerabilities in the entire cycle.
Open source is integral to software development, and AI models are no exception. The open source community, leveraging its collaborative model, has significantly contributed to the AI ecosystem. This includes the development of frameworks used to build models, standards, or the sharing of datasets that train these models. Such contributions have enabled the creation of both open source and proprietary AI models, as evidenced by organizations like OpenAI, Hugging Face, and NVIDIA.</p>
<p>While investment in AI compliance and strategy continues to grow, numerous layoffs of open source talent are happening within organizations. This talk aims to explore the critical role of open source talent in providing stewardship and building bridges between an organization's AI strategy and its critical (open source projects) infrastructure. The talk will also highlight the risks to the software (and AI) supply chain arising from inadequate support for open source communities, potentially creating vulnerabilities in the entire ecosystem.</p>"
"Open Source in 2024: boundaries, burnout, business",fosdem-2024-2029-open-source-in-2024-boundaries-burnout-business,"<p>In this talk I will discuss how maintainers and contributors can enforce and respect boundaries, avoid and heal from burnout and how the ""business"" aspects of open source software e.g. open source businesses, raising funds, joining a non-profit/fiscal host can be done and help the project.</p>
<p>This will be done on the backdrop of my experiences maintaining Homebrew and, until recently, working on open source at GitHub and, now, trying to build a business around commercialising some aspects of my open source work.</p>"
Where are the limits of open communities?,fosdem-2024-1690-where-are-the-limits-of-open-communities-,"<p>Being an open organization or open community has many benefits, described countless times. Even some risks, mostly cultural, are sometimes being mentioned. But let's take a look at what questions (or risks) an open approach may carry.
- What does being an open community actually mean in practice?
- How to set up communication in the community that is both open and effective?
- How to ensure information security in an open community?</p>
<p>In the <a href=""https://cesko.digital/"">Česko.Digital</a> community, we have more than 6000 members from various areas. There are volunteers, people from non-profits or public administration, representatives of partner organizations, supporters, and more. Since the beginning, we have built our community on open principles in many aspects of our functioning. However, we have reached a point where we are running into the possible limits of this approach. In the past months, we have been looking for answers (not only) to the questions stated above, and I would like to share with you the insights from our journey.</p>"
The State of Funding Free & Open Source Software,fosdem-2024-2751-the-state-of-funding-free-open-source-software,"<p>Join me in taking a look at the current state of free and open source software funding, what the potential paths to financial sustainability currently look like for maintainers, and what new models are being explored. </p>
<ul>
<li>What options do projects have when looking to be financially sustainable long-term?</li>
<li>What organizations are funding free and open source software, and how do they allocate it?</li>
<li>What does it looks like to have funding that isn't subject to unstable corporate budgets and interests? </li>
<li>What’s missing from our current models of funding? </li>
</ul>
<p>I’ll include info from some of the top Open Source Program Offices currently funding corporate dependencies; government-funded initiatives aimed at sustaining digital public goods we all rely on; and user-sustained projects that rely on the goodwill of individuals. We’ll touch on what place Accelerators and Grants have in this, and peeling away the growth-curve expectations from investors who may, or may not, understand the needs of free and open source. </p>
<p>Let’s start 2024 with the crucial question: how do we ensure the software our societies depend on is sustainable long-term?</p>"
The Many Hats of a Maintainer: Organization Design That Helps Reduce Them,fosdem-2024-2581-the-many-hats-of-a-maintainer-organization-design-that-helps-reduce-them,"<p>We’ve heard it for decades - being an open source maintainer is full-time job in itself. Writing features and maintaining the project are expected, but a project needs more than good features to create a robust community around it. Open source organizational design is usually an after thought but it doesn’t have to be. Taking the time to define those “hats” early on can help a project grow and be sustainable enough to not rely on a few maintainers to do it all. In this session, Paris Pittman will share her experience helping maintainers avoid burnout, handle governance operations, increase adopters and users, and building plans for community. </p>
<p>Is moderating your mailing list or chat platform something you want to do for the duration of the project as a lead maintainer? What about creating and writing all of the onboarding materials needed for contributors and users alike? In this session, we will draw from open source projects like Kubernetes, Swift, and others so that audience members will take away an action plan on building out intentional community roles, groups, and more so the many hats of maintainers are shared.</p>"
Solving community problems with documentation,fosdem-2024-2136-solving-community-problems-with-documentation,"<p>Community problems come in many shapes and sizes, but at the root most community problems are communication problems. One way to solve communication problems is through improved documentation. In this talk, we'll walk through how projects participating in Google's Season of Docs program have framed their problems, hypothesized solutions, created documentation to solve those problems, and measured the success of their documentation.</p>"
Open practices for open projects,fosdem-2024-1653-open-practices-for-open-projects,"<p>The Open Practice Library is filled with useful stuff. Stuff that helps people work together better, build the right thing, and build the thing right. In this session we'll gather ideas and issues from participants, and design potential solutions and pathways together using the Mobius Loop, and the library of open practices.  It should be fun, come along!</p>"
Kickstarting an Open Source Culture: A Guide for Mentors,fosdem-2024-2105-kickstarting-an-open-source-culture-a-guide-for-mentors,"<p>Many companies are understanding the value of having open source contributors and maintainers within their ranks. Growing that open source culture internally is not quite as easy as simply hiring developers to “work on open source” and pointing them at a GitHub repository. Martin and Phil both became open source contributors and, ultimately, maintainers in the past decade with the support of company efforts to increase contributors. They both learned a lot of open source lessons along the way and are taking that knowledge into leadership and specific mentoring roles at IBM and AWS today.</p>
<p>In this talk, Martin and Phil will provide guidance for both employees and technical leaders who are looking to invest in growing an open source culture where they work. We’ll help detail the ways that open source investment is valuable both for the company and for the employee’s own vitality and career advancement. We’ll share how our own open source journeys have unlocked career opportunities that may have been unavailable to us before, and how we are investing in others through various programs and career mentoring at our respective companies today.</p>"
The Good Governance Handbook: Enabling good OSS usage through OSPOs,fosdem-2024-2685-the-good-governance-handbook-enabling-good-oss-usage-through-ospos,"<p>OSPOs (Open Source Program Offices) are on the rise: from private companies, to public administrations and academia, organisations now often have someone or a team dedicated to open source topics. The idea behind an OSPO is not only to secure open source assets; it's also about being a good citizen, contributing back, and become an active part of the community and ecosystem. </p>
<p>The OSPO Alliance published in 2021 the first version of the <a href=""https://ospo-alliance.org/ggi"">Good Governance Handbook</a>, a method and framework to help organisations define and build their OSPO. It proposes a list of 25 good practices, from identification of open source assets to HR contracts and community participation, all packed with practical advice and resources from experienced practitioners. We also provide a deployment feature to start your own OSPO in <a href=""https://about.gitlab.com/blog/2023/01/30/how-start-ospo-ten-minutes-using-gitlab/"">less than 10mn</a> using GitLab.</p>
<p>During this session, we will present the latest version of the GGI Handbook (v1.2), how it helps both organisations and the open source community, and start a discussion about how we can help them -- public sector, academia, NGOs, private orgs.. -- become better citizens, adopt good practices and contribute back to our ecosystem.</p>"
Building an Open Source Community One Friend at a Time,fosdem-2024-2776-building-an-open-source-community-one-friend-at-a-time,"<p>In open source, we talk a lot about the importance of community, but community isn’t something that happens by accident. Drawing on the speaker's experience building cloud native communities around CNCF, Cilium, and eBPF, this talk is a practical introduction on how to create a place that people want to be.</p>
<p>Marketing is a one to many megaphone while community is constructed through a network of one to one relationships. We will break down the steps to develop these relationships from seeding the initial champions to leveraging existing communities to successfully growing beyond the reach of any one single person. The audience will walk away understanding how these one to one relationships and friendships are key to a successful community and how they can create one around their open source project, product, and company too.</p>"
How to chart your own career path in open source.,fosdem-2024-1880-how-to-chart-your-own-career-path-in-open-source-,"<p>There isn’t one way to build your career in open source as there are a variety of roles beyond writing code and many different routes into those roles. It’s also important for individuals to chart their own path that aligns with their unique experience and interest. </p>
<p>In this panel discussion, panelists will share how they got started in their career and their journey over the past two decades. For people looking for jobs in open source, we’ll discuss what we look for in candidates and why it’s not necessary to check all the boxes in job descriptions. We’ll also discuss challenges in balancing your day jobs vs. open source activities during your career. </p>
<p>In addition, we’ll also delve into other challenges and opportunities of an open source career that range from dealing with the impostor syndrome, DEI (Diversity, Equity, and Inclusion) challenges, exploring open source communities for self growth, and more. </p>
<p>The goal of this session is to help attendees feel more comfortable exploring opportunities in open source and be confident in charting their own path. Our panel members will share what contributed to their success and the lessons learned throughout their extensive experience in open source. This session is meant to be interactive, and we’ll encourage attendees to ask questions and engage in the conversation.</p>"
Building Communities with Science!,fosdem-2024-2599-building-communities-with-science-,"<p>Many who work in community management and development can see the process as a bit of an art form. Working with communities requires lots of soft skills of communicating with many different types of stakeholders, making decisions that represent lots of people, and managing relationships. On top of all of this, systematically growing a community can be difficult. In this talk, I will discuss how Open@RIT has utilized evidence based methodologies to work with open source projects to not only better facilitate maintenance of open source projects, but also to systematically determine what resources (both human and technical) are needed in order to grow and maintain open source communities. You can expect to hear about methods for funding and executing this type of work, attitudes and initiatives that we have found most helpful, and stories from our own experience to help you guide yours.</p>"
Community DevRoom Concluding Remarks Day 2,fosdem-2024-3536-community-devroom-concluding-remarks-day-2,"<p>The Community DevRoom co-organizers, Laura Czajkowski and Shirley Bailes, will make concluding remarks and close the 2024 edition of the Community DevRoom.</p>"
"UKIs, TPMs, immutable initrds and full disk encryption – What Distributions Should Keep in Mind when Hopping onto the System Integrity Train",fosdem-2024-1985-ukis-tpms-immutable-initrds-and-full-disk-encryption-what-distributions-should-keep-in-mind-when-hopping-onto-the-system-integrity-train,"<p>Traditional Linux support for an integrity protected boot process has been relatively weak. Beyond the minimum effort to provide basic SecureBoot compatibility most distributions haven't (yet) delivered tangible benefits to users. In this talk I'd like to give an overview on how distributions can reasonably jump on the system integrity train, that makes the boot process and OS somewhat proof to offline attacks, and allows them to catch up with similar functionality that other commercial OSes have already been providing for a while.</p>
<p>This talk will be from a systemd perspective, and focus on the various OS integrity components we now provide, and how to put them together, with a focus on keeping things nicely generic, democatric, and modular without compromising security.</p>
<p>Specifically, we'll touch immutable initrds, UKIs, full disk encryption policies, TPM, and Measured Boot vs. Secure Boot, and more,</p>
<p><a href=""https://systemd.io/"">→ systemd Homepage</a></p>"
Adapting Your Project: Making Changes Without Breaking Linux Distributions,fosdem-2024-2921-adapting-your-project-making-changes-without-breaking-linux-distributions,"<p>As a member of the NetworkManager team, I understand the impact that changes in a free software project's behavior can have on various setups and environments, especially within the diverse landscape of Linux distributions.</p>
<p>In our session, we'll navigate the challenges of evolving software behavior without causing disruptions across different distributions. We'll delve into best practices and strategies that ensure seamless transitions, drawing on real-world use cases to illustrate effective approaches.</p>
<p>Whether you're a seasoned developer or an open-source enthusiast, this discussion aims to provide valuable insights into maintaining project stability while embracing necessary changes.</p>"
Enhancing Linux Accessibility: A Unified Approach,fosdem-2024-2949-enhancing-linux-accessibility-a-unified-approach,"<p>Join us for a discussion aimed at supporting Linux distribution developers in enhancing accessibility. As blind software engineers, we believe we can bring a unique perspective to this essential endeavor.
We'll explore the challenges faced by blind users when using the Linux desktop environment, with a focus on constructive solutions. We will discuss two main topics: lack of preinstalled assistive technologies and accessibility problems of basic components of desktop environments. Our goal is to offer guidance and encouragement to developers, empowering them to create more inclusive experiences for all users.
In our vision for the ideal accessibility scenario, Linux distributions seamlessly accommodate the needs of blind users. To achieve this, we'll stress the importance of collaboration among developers and upstream projects, ensuring that accessibility becomes a fundamental consideration in the development process.
Additionally, we'll introduce the ""Linux Accessibility Guide"", a valuable resource that can assist developers in making graphical applications more accessible. This guide will offer practical insights and best practices to support their efforts.
Join us as we embark on a journey to improve the accessibility of Linux distributions, fostering an environment where accessibility is a shared goal, benefiting blind users and the entire Linux community. Together, we can create a more accessible and inclusive Linux desktop experience.</p>"
The State of Enterprise Linux 2023,fosdem-2024-2995-the-state-of-enterprise-linux-2023,"<p>There's been quite a bit of excitement around Enterprise Linux over the last few years, and that's made some people quite nervous, and others downright angry. This has left many confused about the state of Enterprise Linux. In open source, transparency, and sharing of ideas is critical. But it's more than just what you share, it's how you share it. This talk will delve into the state of Enterprise Linux from Red Hat's perspective and share it in a community driven way.</p>
<p>The upstream and downstream relationships that make up the RHEL supply chain contribute to what is arguably the largest and most sophisticated open source supply chain in the world. This large, sophisticated supply chain, and all of the Independent Software Developers (ISVs) involved, give RHEL a lot of gravity, probably more than any other open source product.</p>
<p>For years, I think many of us in the open source world assumed that we knew everything there was to know about open source, but the truth is, we’re all still learning. In the last couple of years, there have been some big changes in the Red Hat Enterprise Linux (RHEL) supply chain, often referred to as Enterprise Linux or EL for short. This talk will try to share a representative opinion from Red Hat about where we see Enterprise Linux today, where we think it's going, and where we'd like to take it.</p>"
AlmaLinux: How to make a RHEL compatible distribution,fosdem-2024-3161-almalinux-how-to-make-a-rhel-compatible-distribution,"<p>Creating a Linux distribution, even one based on RHEL, can be a challenge, especially if the goal is to maintain full compatibility with the latter. The presentation will focus on obtaining and modifying source code, building packages and checking their binary compatibility, maintaining security advisories, building all images possible, as we do for AlmaLinux OS.</p>"
mkosi-initrd: Building initrds out of distribution packages,fosdem-2024-2888-mkosi-initrd-building-initrds-out-of-distribution-packages,"<p>Generally, initrd images have always been constructed by picking various files from the host filesystem, with various bespoke mechanisms to figure out all the dependencies that have to accompany said files. Instead, we propose to build initrd images out of distribution packages. This results in initrds that behave more like a regular Linux system, making them more reliable. </p>
<p>In this talk, we'll present mkosi-initrd, a project to build initrds out of distribution packages using mkosi (https://github.com/systemd/mkosi), systemd's image builder sister project. While it started as a <a href=""https://fedoraproject.org/wiki/Changes/mkosi-initrd"">Fedora project</a> , mkosi-initrd has recently gained support for Ubuntu, Debian, OpenSUSE, CentOS, RHEL, Alma Linux, Rocky Linux and Arch Linux. We'll discuss the new distribution-independent implementation, what's implemented and what's still missing. We'll also give a brief introduction on <a href=""https://github.com/systemd/mkosi"">mkosi</a> itself. </p>
<p>We're hoping to start a discussion on what it would take for popular distributions to consider adopting this approach to building initrds and to leave FOSDEM with new ideas on how to improve the project.</p>"
The Monolith versus the Swarm - A Comparison of openSUSE’s and Fedora’s Build Infrastructures,fosdem-2024-2945-the-monolith-versus-the-swarm-a-comparison-of-opensuse-s-and-fedora-s-build-infrastructures,"<p>Even though openSUSE and Fedora are both RPM-based Linux distributions, their respective infrastructures differ significantly. While openSUSE is built entirely using the Open Build Service, Fedora relies on a variety of tools to perform specific tasks of building a full Linux distribution.</p>
<p>Both distributions have stood the test of time, and both approaches work for the most part fine for their communities. Yet, the question remains: is one of the approaches better than the other? And what are the advantages and drawbacks for the various contributor roles? The talk answers these and other burning questions and reveals the hidden weaknesses of both setups.</p>"
"Desktop Linux, as easy as a smartphone! Just in a Snap!",fosdem-2024-1860-desktop-linux-as-easy-as-a-smartphone-just-in-a-snap-,"<p>Have you already thought about how the applications we develop get distributed to end users?</p>
<p>Often developers only provide the source code. So for not so tech-savvy users the major distributions need to pick up projects and package it, and maintain it for new releases.</p>
<p>This is why there is a need for distribution-independent, secure, and easy-to-use packaging, like on smartphones. This exists also for Linux ... Among the options, there is <a href=""https://snapcraft.io/about""><strong>Snap</strong></a>! Applications are easy to find in the Snap Store and they are installable on most Linux distributions.</p>
<p>And, to make Linux even easier for end users, we cannot only provide applications in the Snap format, but also have an <strong>all-Snap operating system, <a href=""https://discourse.ubuntu.com/t/ubuntu-core-desktop-deep-dive/"">Ubuntu Core Desktop</a></strong>, an <a href=""https://ubuntu.com/blog/ubuntu-core-an-immutable-linux-desktop"">immutable core operating system</a> based on Snap. And here we do not only have Snaps of desktop applications, but also system applications and components (like the printing stack), the kernel, the desktop environment (like GNOME or KDE), the boot loader, and the core system. So everything can get easily updated or replaced by alternatives, and in case of failure one can easily revert (on boot failure we revert automatically).</p>
<p>All this is based on the knowledge and experience we gained at Canonical when creating the smartphone operating system <a href=""https://ubports.com/"">Ubuntu Touch</a>. After the phone project having been discontinued we started with the IoT system Ubuntu Core, snapped desktop applications, ...</p>
<p>More about Snap: <a href=""https://www.youtube.com/watch?v=Iw4JA3m92Q8&amp;t=15854s"">The Powers</a>, <a href=""https://www.youtube.com/watch?v=ido6kGmSHWI"">The People</a></p>
<p>https://snapcraft.io/</p>"
"Upstream and downstream, best friends forever?",fosdem-2024-2881-upstream-and-downstream-best-friends-forever-,"<p>Integrating the upstream and downstream world is hard. Isn’t it?</p>
<p><em>“No extra file in my git!”</em>
<em>“I have my own script and it works the best for my use case!”</em></p>
<p>Have you heard sentences like these?</p>
<p>When working on <a href=""https://packit.dev/"">Packit</a> (upstream integration for Fedora Linux), we’ve collected various complaints and excuses why people don’t want to integrate upstream and downstream. For example: <em>“we don’t care about users from that distro”</em>, <em>“RPM is complicated”</em>, or <em>“Fedora packaging workflow is hard”</em>.</p>
<p>During the talk, we will go through these and provide suggestions on what you can do in such situations and how to bring the best benefit both to developers and maintainers.</p>
<p>The talk is suitable for people working on any integration between upstream projects and developers, but also for curious people on both sides to understand the benefit of collaboration.</p>"
Supporting architecture psABIs with GNU Guix,fosdem-2024-2927-supporting-architecture-psabis-with-gnu-guix,"<p>Starting with glibc-2.33, glibc grew the capability to search for shared libraries using additional paths, based on the hardware capabilities of the machine running the code.  This was great for x86_64 (and also powerpc64le and s390x), which was first released in 2003 and has seen many changes in the capabilities of the hardware since then.  While it is extremely common for Linux distributions to compile for a baseline which encompasses all of an architecture, there was a lot of performance being left on the table by targeting such an old specification and not one of the newer revisions.</p>
<p>Some distributions have opted to increase the baseline to x86-64-v2 or even -v3, but even there you are potentially leaving performance on the table while removing some of the older machines from being able to run on your distribution.  By targeting all of the psABI targets you don't remove the option of using old hardware while still providing optimized libraries for newer hardware, and you have happier users getting more out of their hardware.</p>"
Releasing a Linux based OS: an overview of Flatcar release cycle,fosdem-2024-2951-releasing-a-linux-based-os-an-overview-of-flatcar-release-cycle,"<p>""Please welcome Flatcar releases of this month..."" - that's how every <a href=""https://github.com/flatcar/flatcar"">Flatcar</a> releases are announced but what is behind? What are the various tasks involved to reach this release status?</p>
<p>In this talk, Sayan and Mathieu, two Flatcar engineers involved in the release automation process, will guide you into this (open-)journey. Open? Yes, almost all the release cycle is public, anyone interested into building and releasing complex systems such as Linux based Operating System are invited to join.
Flatcar is a Linux based OS designed to run container workloads: no package manager, /usr is read-only - it is the responsibility of the maintainers to keep the system up-to-date.
From the definition of the content, to the payload release, passing by the ""go/no-go"" meeting let's see how Flatcar is defined, built and released and how the community is involved at each steps.</p>"
"An introduction to Image Builder: building up-to-date, customised operating system images the easy way",fosdem-2024-2678-an-introduction-to-image-builder-building-up-to-date-customised-operating-system-images-the-easy-way,"<p>Image builder is a tool that builds bespoke operating system images in a manner that is reliable and well-defined.</p>
<p>Image builder supports the Fedora, CentOS Stream, and RHEL distributions for a host of target platforms such as bare metal, QEMU, vSphere and cloud platforms like AWS, Azure and Google cloud.</p>
<p>It can build rpm ostree based images or ""plain"" dnf. It is shipped in a variety of ways: as a CLI tool, a cockpit plugin or a hosted service. We will take a look at the basic concepts, some of the features, and a new initiative targeted towards the Fedora community.</p>
<p>Tired of your duct taped collection of scripts to build your images?
Consider <a href=""https://www.osbuild.org/"">image builder</a>!</p>"
2023 in Chimera Linux,fosdem-2024-2524-2023-in-chimera-linux,"<p>Chimera Linux is a novel Linux distribution built around FreeBSD core tools and the LLVM toolchain. Since its initial launch in 2021, it has made a lot of progress and is now in alpha stage. The system can be deployed on a wide array of hardware and many people are using it as their desktop system; it works on x86_64, AArch64, POWER (little and big endian) as well as RISC-V and by now comes with thousands of packages.</p>
<p>While trying to be practical, Chimera is also highly hardened, partly thanks to the LLVM toolchain, rendering it immune to various security issues other distros are vulnerable to. It has transparent and robust infrastructure, ensuring smooth deployment of packages. We are also developing various new tooling that the whole ecosystem can benefit from, including the Turnstile session tracker. Service management is based around Dinit, a modern, supervising system; we maintain and create a variety of tooling around it, trying to break the existing status quo with systemd, while abandoning legacy approaches.</p>
<p>2023 has seen several major milestones, so I will focus on these, while also giving a short overview so that people unfamiliar with the system don't feel lost. I will also explain how our work benefits the entire Linux ecosystem, as well as beyond.</p>"
Homebrew's Evolution,fosdem-2024-2028-homebrew-s-evolution,"<p><a href=""https://github.com/Homebrew/brew"">Homebrew</a>, the macOS (and Linux) package manager, has had a big year. We've moved away from Git-based updates for most of our packages, moved our analytics to InfluxDB and made many performance improvements. In this talk, I'll look back at the last year of Homebrew and forwards to what we expect to build in the next year.</p>"
Welcome to the Monitoring & Observability devroom,fosdem-2024-3624-welcome-to-the-monitoring-observability-devroom,<p>Welcome!</p>
Auto Instrumentation for your NodeJS Application on Kubernetes.,fosdem-2024-3084-auto-instrumentation-for-your-nodejs-application-on-kubernetes-,"<p>Node.js applications are fast becoming more frequent and complex through Kubernetes deployments. With that being said, developers are more concerned about generating useful logs, gathering metrics, and thus maintaining the application with precise data about the performance baseline. </p>
<p>Therefore, to help developers enhance this instrumenting approach, the OpenTelemetry project leverages analytical capabilities by expanding the possibilities to collect and export telemetry data from Node.js applications.</p>
<p>In this talk, I will share an easy way how the audience can achieve the auto-instrumenting of a Node.js application using the OpenTelemetry Operator.</p>
<ul>
<li>OpenTelemetry Collector
https://opentelemetry.io/docs/collector/</li>
<li>OpenTelemetry Operator
https://github.com/open-telemetry/opentelemetry-operator</li>
<li>Grafana Tempo
https://github.com/grafana/tempo</li>
<li>Grafana Loki
https://github.com/grafana/loki</li>
</ul>"
When Prometheus Met OpenTelemetry,fosdem-2024-1947-when-prometheus-met-opentelemetry,"<p>In this session we will deep dive into metrics collection with the OpenTelemery project. Prometheus has been de-facto standard for metrics instrumentation and collection for a long time. Everybody is well familiar with the /metrics endpoint, the Prometheus pull approach and {Pod,Service}Monitors. In this session, we will show how OpenTelemetry can scrape Prometheus metrics using the OpenTelemetry collector, and target allocator with the OpenTelemetry operator on Kubernetes. The audience will not only learn how the setup works but also understand the benefits and shortcomings of each solution.</p>"
Strategic Sampling: Architectural Approaches to Efficient Telemetry,fosdem-2024-3445-strategic-sampling-architectural-approaches-to-efficient-telemetry,"<p>Microservices in distributed systems can produce huge amounts of telemetry data. But not all of this information is equally valuable when analyzing the broader system. Picking only data points that describe your system well is key for understanding your system while staying cost effective. Based on a real world example, this session discusses different sampling techniques such as head based and tail based sampling, and helps you find a suitable strategy to match your telemetry data. We will guide you through incrementally building architectures that evolve with your operation, empowering your system to adapt seamlessly.</p>
<p>After this session, you will be able to select the most valuable data points from your telemetry data and design an architecture around it.</p>"
Unifying Observability: The Power of a Common Schema,fosdem-2024-1734-unifying-observability-the-power-of-a-common-schema,"<p>Embark on a journey with us at FOSDEM 2024 as we delve into the profound impact of a common schema in observability. Drawing from our firsthand experience as part of the collaborative efforts between ECS and OpenTelemetry projects, we'll unveil the challenges, triumphs, and the incredible community spirit driving this convergence. Together, let's explore how this unified schema is reshaping the landscape of logs, metrics, traces, and security events, and why community involvement is at the heart of this transformation.</p>"
Linux load average and other silly metrics,fosdem-2024-1921-linux-load-average-and-other-silly-metrics,"<p>Software, including databases, is predominantly run on Linux operating systems, both in the cloud and on-premises environments. Metrics such as %CPU, load average, I/O wait, and free memory are commonly used to measure performance. However, interpreting these metrics correctly can be challenging. In this interactive live demo, we will run a workload and explore the intricacies of performance monitoring together using the ""top"" command. We will also discuss the limitations and common misinterpretations that can occur when relying solely on these metrics.</p>"
"Fast, Cheap, DIY Monitoring with Open Source Analytics and Visualization",fosdem-2024-3299-fast-cheap-diy-monitoring-with-open-source-analytics-and-visualization,"<p>Monitoring is the key to the successful operation of any software service, but commercial solutions are complex, expensive, and slow. Why not do it yourself with open source? We’ll show you how to build simple, cost-effective, fast monitoring for practically any system using ClickHouse and Grafana. First, we introduce key elements of your monitoring solution: ingest, query, and visualization. We then dig into an example system showing how to store data efficiently, build queries, and create operational dashboards. Any developer can do it–join us to find out how!</p>"
Implementing distributed traces with eBPF,fosdem-2024-3499-implementing-distributed-traces-with-ebpf,"<p>Distributed tracing can be very helpful when investigating production issues, especially in micro-services environments, where we have many small services running and it’s often difficult to pinpoint the cause/consequence relationship of failures or performance problems. OpenTelemetry already provides agents and SDKs that allows us to instrument our applications and generate distributed traces, however this talk focuses on approaches to generating distributed traces with eBPF by making zero code or configuration changes to the application stack.</p>
<p>We’ll discuss approaches on tracking server/client context in web services with eBPF and how we can propagate this context in some programming languages/frameworks. We’ll also focus on the challenges and approaches to implementing context tracking and propagation with eBPF to protocols other than HTTP.</p>"
What’s possible in observability when we have frame pointers,fosdem-2024-3513-what-s-possible-in-observability-when-we-have-frame-pointers,"<p>At Polar Signals we have worked with the maintainers of someone of the most used Linux distributions.</p>
<p>The recently announced enabling of frame pointers of [a Linux distribution] is going to be a leap forward for observability.</p>
<p>By enabling frame pointers by default, we're lowering the barrier to entry for performance profiling and debugging, meaning:</p>
<p>Simplified Profiling: Dive straight into profiling without worrying about compiler configurations.
Lower Overhead: Unwinding with frame pointers is significantly cheaper than using DWARF or DWARF-derived information.
Debugging Accessibility: Even those new to profiling can access high-quality data, democratising the process of performance optimisation. It will allow bcc-tools, bpftrace, perf and other such tooling to work out of the box.
Ecosystem Benefit: [distribution] comprises thousands of open source projects, and we'll work to upstream performance fixes that we find across potentially thousands of packages wherever we can.</p>
<p>In this talk we're going to do a deep dive in the above topic and will learn how administrators and users can benefit from the work starting today.</p>"
Modern application observability with Grafana and Quickwit,fosdem-2024-3514-modern-application-observability-with-grafana-and-quickwit,"<p>In the world of modern distributed applications, detailed performance monitoring is critical. New distributed tracing tools like Jaeger or, more recently, Grafana Tempo help drill down to individual transactions and understand application-level performance.</p>
<p>However, with millions of users or request IDs, capturing metrics for high cardinality fields is a real challenge. In this talk, we will introduce Quickwit, a cloud-native search engine, as a solution to manage this data efficiently within Grafana.</p>
<p>After briefly introducing Quickwit’s architecture, this session will offer a practical guide on sending traces to Quickwit OpenTelemetry-compatible API and using Grafana for analyzing traces analysis and deriving metrics on high-cardinality fields in a Grafana dashboard.</p>"
"What is CI/CD observability, and how to bring observability to CI/CD pipelines?",fosdem-2024-3262-what-is-ci-cd-observability-and-how-to-bring-observability-to-ci-cd-pipelines-,"<p>A reliable CI/CD pipeline is the backbone of every modern project, yet there's limited visibility into its processes, often requiring manual review and analysis of build outputs.
By leveraging OpenTelemetry standards we want to bring observability to our pipelines, making the software delivery process fully observable. Join our journey redefining CI/CD observability, learn how you can start implementing the techniques we are using at Grafana Labs to ensure our pipelines are more reliable and stay performant over time, how to identify flakiness, and how we envision a future where - no matter your system or your observability solution - by implementing OpenTelemetry in our CI/CD processes. This way, stakeholders gain a profound understanding of our software delivery pipeline, enabling them to acquire actionable insights into system performance, identify bottlenecks, and make informed decisions for continuous improvement. This heightened level of observability empowers teams to proactively enhance the efficiency, reliability, and overall quality of the software delivery process, fostering a more streamlined and adaptive development lifecycle</p>"
Introducing Observability to an airline,fosdem-2024-2128-introducing-observability-to-an-airline,"<p>Your latest deployment is to a large, successful enterprise with a field of reliable, essential components of all vintages - as well as a sizable foothold in the cloud world. It’s a busy place, with demanding projects to implement alongside waves of transformations - agile, devops, cloud - all competing for people and time and resources. You’ve been tasked with evolving the monitoring estate, and you know the right thing to do is lead them into an observability transformation. Now, where do you start?</p>
<p>This talk explores how to introduce observability to large enterprises with a deep stack of technologies reaching right back to the early days of digitisation. From convincing stakeholders, to deploying your first tools, to enabling engineers to make their components observable (and convincing them that it’s worthwhile!). Tying monitoring and logs from legacy components together with distributed tracing implemented where feasible, and ultimately introducing teams to a powerful new way of observing their systems.</p>"
